	lemma	word	aspect	disambig	db_id	text	Gender	Mood	Number	POS	Person	Tense	VerbForm	Voice	l_tok_3	l_tok_2	l_tok_1	r_tok_1	r_tok_2	r_tok_3	l_gr_1	l_gr_2	l_gr_3	r_gr_1	r_gr_2	r_gr_3	nsubj	nsubj_count	obj	obj_count	obl	obl_count	advmod	advmod_count	polarity	polarity_word
2084	ostaviti	ostave	perf	perf	set-s3726	Stranke uvek obećavaju i svaki put nas iznevere i ostave da živimo u siromaštvu."		Ind	Plur	VERB	3	Pres	Fin		nas	iznevere	i	da	živimo	u	o	s	t	e	v	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2085	ostaviti	ostavi	perf	perf	set-s2196	"Pre svega, vlada je donela ovu odluku pre predstojećih rasprava o novom ustavu, što znači da ne želi da ostavi da se ovo delikatno pitanje rešava unutar ustavne strukture", objasnio je on.		Ind	Sing	VERB	3	Pres	Fin		ne	želi	da	da	se	ovo	o	s	t	i	v	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2086	ostaviti	ostavi	perf	perf	set-s2498	"U procesu promene vlasti normalno je da nekolicina [ljudi] ostavi svoje poslove.		Ind	Sing	VERB	3	Pres	Fin		da	nekolicina	ljudi	svoje	poslove	[PAD]	o	s	t	i	v	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2087	ostaviti	ostavi	perf	perf	set-s3150	Poznat po miroljubivom pristupu kurdskom pitanju i kao kritičar nasilne borbe PKK, Burkaj namerava da ostavi trag u turskoj politici, ali ne kao aktivan političar, već kao intelektualac socijalističke provenijencije koji se zalaže za demokratsko i nenasilno rešenje kurdskog pitanja u Turskoj.		Ind	Sing	VERB	3	Pres	Fin		Burkaj	namerava	da	trag	u	turskoj	o	s	t	i	v	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2088	ostaviti	ostavi	perf	perf	news-s410	U večnom ponavljanju istog, svaki čovek ima svoje zemaljsko vreme, i ne samo vreme već i mogućnost da ostavi nekakav trag, da se ne prepušta stihiji, da se menja i da bude bolji.		Ind	Sing	VERB	3	Pres	Fin		i	mogućnost	da	nekakav	trag	da	o	s	t	i	v	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2089	ostaviti	ostavili	perf	perf	set-s3131	Oni su oslabili poruku protiv vlade i napravili budale od demonstranata, a televizijske gledaoce ostavili sa utiskom da su ludaci izašli da protestuju na Univerzitetskom trgu."	Masc		Plur	VERB		Past	Part	Act	a	televizijske	gledaoce	sa	utiskom	da	o	s	t	i	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2090	ostaviti	ostavilo	perf	perf	set-s2146	Ali, albanski režim je bio toliko brutalan i ekstreman da naše siromaštvo nije ostavilo prostora za nostalgiju."	Neut		Sing	VERB		Past	Part	Act	naše	siromaštvo	nije	prostora	za	nostalgiju	o	s	t	o	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	neg	nije
2091	ostaviti	ostavilo	perf	perf	set-s2767	To je naravno ostavilo posledice."	Neut		Sing	VERB		Past	Part	Act	To	je	naravno	posledice	[PAD]	[PAD]	o	s	t	o	l	i	to	1	posledice	1	[PAD]	0	[PAD]	0	pos	[PAD]
2092	ostaviti	ostavim	perf	perf	set-s3730	Morala bih da dam otkaz i ostavim decu i provedem mesec dana da proučim i shvatim ko šta radi."		Ind	Sing	VERB	1	Pres	Fin		dam	otkaz	i	decu	i	provedem	o	s	t	m	i	v	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2093	ostaviti	ostavio	perf	perf	set-s2010	"On je bio izvanredan glumac, izuzetan čovek, sjajan i odan prijatelj, koji je za sobom ostavio filmove koji će ostati deo istorije evropske i svetske kinematografije", rekao je Salihu.	Masc		Sing	VERB		Past	Part	Act	je	za	sobom	filmove	koji	će	o	s	t	o	i	v	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2094	ostaviti	ostaviti	perf	perf	set-s2200	Kako ukazuje Ajhan Aktar sa Univerziteta Bilgi, "rani republikanski period moderne Turske pokazao je državnu politiku koja je želela da nemuslimani napuste Tursku i to, ako je moguće, tako što će za sobom ostaviti svoje nekretnine i dobra".				VERB			Inf		će	za	sobom	svoje	nekretnine	i	o	s	t	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2095	ostvariti	ostvare	perf	perf	set-s375	Pohvalivši Trajkovskog zbog "energije i inicijative" uložene u pripremu sastanka, Macura je rekao da je neophodno da zemlje jugoistočne Evrope ispune obaveze koje su preuzele "u pogledu demokratskih vrednosti i ciljeva, punog poštovanja ljudskih prava, i međusobnog poštovanja i tolerancije među građanima različitih etničkih pripadnosti" kako bi mogle da ostvare "civilizovanu koegzistenciju koja je održiva i pravedna".		Ind	Plur	VERB	3	Pres	Fin		bi	mogle	da	civilizovanu	koegzistenciju	koja	o	s	t	e	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2096	ostvariti	ostvare	perf	perf	set-s1369	EU je zbog toga pokrenula dijalog, sa namerom da se reše praktična pitanja, što bi ujedno omogućilo Kosovu i Srbiji da ostvare napredak u svojim međusobnim odnosima, kao i u domenu evrointegracija.		Ind	Plur	VERB	3	Pres	Fin		i	Srbiji	da	napredak	u	svojim	o	s	t	e	r	a	[PAD]	0	napredak	1	[PAD]	0	[PAD]	0	pos	[PAD]
2097	ostvariti	ostvare	perf	perf	set-s1389	Ipak, u ovom trenutku EU bi trebalo da čvrsto ostane pri svom početnom planu, a to je da se ostvare rezultati po konkretnim tehničkim pitanjima koja onemogućavaju napredak Srbije i Kosova i, u širem kontekstu, čitavog regiona.		Ind	Plur	VERB	3	Pres	Fin		je	da	se	rezultati	po	konkretnim	o	s	t	e	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2098	ostvariti	ostvare	perf	perf	set-s2033	Mladi profesionalci takođe žude da ostvare uspeh u svojim karijerama, što je još jedan razlog zbog kojeg odlažu da imaju decu, kaže Derviši.		Ind	Plur	VERB	3	Pres	Fin		takođe	žude	da	uspeh	u	svojim	o	s	t	e	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2099	ostvariti	ostvare	perf	perf	set-s2235	Elsa Balauri, koja predvodi organizaciju, tvrdi da je ovaj fenomen dokaz ozbiljnog neuvažavanja odnosa na relaciji izdavač - novinar, čime se novinarima onemogućava da ostvare svoju misiju na odgovarajući način.		Ind	Plur	VERB	3	Pres	Fin		novinarima	onemogućava	da	svoju	misiju	na	o	s	t	e	r	a	[PAD]	0	[PAD]	0	način	1	[PAD]	0	pos	[PAD]
2100	ostvariti	ostvari	perf	perf	set-s363	"Bićemo svedoci pokušaja da se dokaže ko je najbolje obavio posao -- ko je radio 'noć i dan' da ostvari cilj pridruživanja EU i ko bi stoga trebalo da bude nagrađen na predstojećim parlamentarnim izborima", rekao je Grdešić za SETimes.		Ind	Sing	VERB	3	Pres	Fin		i	dan	da	cilj	pridruživanja	EU	o	s	t	i	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2101	ostvariti	ostvari	perf	perf	set-s1554	Dilema Bugarske je da li da zaboravi milijardu evra koju je uložila u izgradnju nuklearne elektrane Belene i odustane od projekta ili da pronađe način da ga ostvari uz pomoć Rusije.		Ind	Sing	VERB	3	Pres	Fin		način	da	ga	uz	pomoć	Rusije	o	s	t	i	r	a	[PAD]	0	ga	1	[PAD]	0	[PAD]	0	pos	[PAD]
2102	ostvariti	ostvari	perf	perf	set-s1580	Ako se projekat Belene ostvari, mogla bi da postane prva zemlja EU sa nuklearnom elektranom koja je u vlasništvu Rusije.		Ind	Sing	VERB	3	Pres	Fin		se	projekat	Belene	mogla	bi	da	o	s	t	i	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2103	ostvariti	ostvari	perf	perf	set-s2198	Prema Mahčupjanu, vladajuća AKP želi da ostvari civilnu kontrolu nad državnom strukturom i njenom ideologijom, što se nedavno odrazilo u promeni civilno-vojnih odnosa.		Ind	Sing	VERB	3	Pres	Fin		AKP	želi	da	civilnu	kontrolu	nad	o	s	t	i	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2104	ostvariti	ostvari	perf	perf	set-s3164	Međutim, ako se imaju u vidu svi različiti igrači na kurdskoj političkoj sceni, pitanje je da li Burkaj ima neku značajniju podršku i da li će biti u stanju da ostvari svoje ciljeve.		Ind	Sing	VERB	3	Pres	Fin		u	stanju	da	svoje	ciljeve	[PAD]	o	s	t	i	r	a	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2105	ostvariti	ostvarila	perf	perf	set-s1842	Komesar za proširenje EU Oli Ren u utorak je izjavio da će za Brisel biti izuzetno teško da zaključi da je BiH ostvarila "značajan napredak" na polju reforme policije ako ne postoji potpuni politički sporazum u skladu sa principima koje je iznela EU.	Fem		Sing	VERB		Past	Part	Act	da	je	BiH	značajan	napredak	na	o	s	t	a	l	i	[PAD]	0	napredak	1	[PAD]	0	[PAD]	0	pos	[PAD]
2106	ostvariti	ostvarila	perf	perf	set-s2389	Predsednik EBRD Žan Lemijer podržao je strane investicije u Srbiji i Crnoj Gori, primetivši da je ta zemlja u poslednje četiri godine ostvarila vidljiv napredak.	Fem		Sing	VERB		Past	Part	Act	poslednje	četiri	godine	vidljiv	napredak	[PAD]	o	s	t	a	l	i	zemlja	1	napredak	1	godine	1	[PAD]	0	pos	[PAD]
2107	ostvariti	ostvarilo	perf	perf	set-s2618	Utvrđeno je da je Kosovo ostvarilo značajan napredak u usvajanju zakona protiv korupcije, ali da je implementacija i dalje vrlo slaba.	Neut		Sing	VERB		Past	Part	Act	da	je	Kosovo	značajan	napredak	u	o	s	t	o	l	i	kosovo	1	napredak	1	[PAD]	0	[PAD]	0	pos	[PAD]
2108	ostvariti	ostvarimo	perf	perf	set-s1466	"Ove godine nam je zadatak da ostvarimo aktivnosti postavljanja signalizacije za obeležavanje turističkih mesta duž Koridora 10.		Ind	Plur	VERB	1	Pres	Fin		je	zadatak	da	aktivnosti	postavljanja	signalizacije	o	s	t	o	m	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2109	ostvariti	ostvario	perf	perf	set-s1622	Vlade Divac, poznati bivši košarkaš koji je postao biznismen, ostvario je veliku pobedu odlukom Vrhovnog suda Srbije koja će mu možda omogućiti da kupi najtiražnije novine u zemlji -- beogradski dnevnik Večernje novosti.	Masc		Sing	VERB		Past	Part	Act	je	postao	biznismen	je	veliku	pobedu	o	s	t	o	i	r	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2110	ostvariti	ostvario	perf	perf	set-s2015	Igrajući Boru u filmu Skupljači perja, Fehmiju je privukao pažnju i postao jedini glumac iz tog dela Evrope koji je ostvario istaknutu međunarodnu karijeru", rekao je Zelenović.	Masc		Sing	VERB		Past	Part	Act	Evrope	koji	je	istaknutu	međunarodnu	karijeru	o	s	t	o	i	r	koji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2111	ostvariti	ostvariti	perf	perf	set-s3818	Međutim, postavlja se pitanje da li će to ostvariti, jer je ovaj sukob između Demokratske stranke i G17 Plus žestok", rekao je on.				VERB			Inf		li	će	to	jer	je	ovaj	o	s	t	i	t	i	[PAD]	0	to	1	[PAD]	0	[PAD]	0	pos	[PAD]
2112	ostvarivati	Ostvarujemo	imp	imp	set-s3355	Pored toga, vlada se našla na udaru zato što koristi IT inicijative u političke svrhe -- na primer, lozinka za besplatan pristup internetu je slogan VMRO-DPMNE "Ostvaruvame" [Ostvarujemo].		Ind	Plur	VERB	1	Pres	Fin		VMRO	DPMNE	Ostvaruvame	[PAD]	[PAD]	[PAD]	o	s	t	o	m	e	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2113	ostvarivati	ostvaruje	imp	imp	set-s1630	Košarkaška zvezda je izjavila da je to nepošteno, ističući da je odluka rezultat političkog pritiska iz stranke premijera Vojislava Koštunice, koja očigledno nije rada da izgubi uticaj koji ostvaruje preko tog najtiražnijeg dnevnika u zemlji.		Ind	Sing	VERB	3	Pres	Fin		izgubi	uticaj	koji	preko	tog	najtiražnijeg	o	s	t	e	j	u	[PAD]	0	koji	1	[PAD]	0	[PAD]	0	pos	[PAD]
2114	ostvarivati	ostvaruje	imp	imp	set-s1781	Perspektiva potencijalnog članstva u EU pokazala se kao veliki podsticaj za demokratske reforme u Turskoj, pa bi tu zemlju trebalo ohrabriti da ostvaruje dalji napredak na tom putu, dodaje on.		Ind	Sing	VERB	3	Pres	Fin		trebalo	ohrabriti	da	dalji	napredak	na	o	s	t	e	j	u	[PAD]	0	napredak	1	putu	1	[PAD]	0	pos	[PAD]
2115	ostvarivati	ostvaruje	imp	imp	set-s3752	Taj korak rezultat je preporuka koje je dao Savet za implementaciju mira (PIC) na svom junskom sastanku u Sarajevu i "konstantnog napretka koji BiH ostvaruje na putu od stabilizacije mira ka evropskoj integraciji", objašnjeno je u saopštenju OHR-a.		Ind	Sing	VERB	3	Pres	Fin		napretka	koji	BiH	na	putu	od	o	s	t	e	j	u	[PAD]	0	koji	1	putu	1	[PAD]	0	pos	[PAD]
2116	ostvarivati	ostvaruju	imp	imp	set-s790	Osuđujući to kao "teroristički napad", premijer Jorgos Papandreu izrazio je saučešće porodici Vasilakis, obećavajući da njegova vlada neće dozvoliti radikalnim militantima da ostvaruju svoje ciljeve ili da terorizuju Grke.		Ind	Plur	VERB	3	Pres	Fin		radikalnim	militantima	da	svoje	ciljeve	ili	o	s	t	u	j	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2117	ostvarivati	ostvaruju	imp	imp	set-s3667	U međuvremenu, centralna vlada savetovala je entitetske administracije da formiraju timove čiji će zadatak biti kontrola cena nakon uvođenja PDV-a i sprečavanje kompanija da ostvaruju nezakonit profit.		Ind	Plur	VERB	3	Pres	Fin		sprečavanje	kompanija	da	nezakonit	profit	[PAD]	o	s	t	u	j	u	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2118	osuditi	osudila	perf	perf	set-s3366	Mada je IZ osudila pogrešna tumačenja islama još u decembru 1993. godine, ekstremistička tumačenja islama i dalje su regionalni problem.	Fem		Sing	VERB		Past	Part	Act	Mada	je	IZ	pogrešna	tumačenja	islama	o	s	u	a	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2119	osuditi	osudili	perf	perf	set-s918	Neki mediji, među kojima i dnevni list Danas, osudili su incident, nazivajući ga "cirkusom", dok su drugi, poput Kurira javili da su cipele napravljene u Italiji i da koštaju stotinak evra.	Masc		Plur	VERB		Past	Part	Act	dnevni	list	Danas	su	incident	nazivajući	o	s	u	i	l	i	mediji	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2120	osuditi	osudilo	perf	perf	set-s859	Svih pet stranaka koje su zastupljene u parlamentu, uključujući glavnu opozicionu stranku desnog centra FIDES, u utorak je osudilo nasilje.	Neut		Sing	VERB		Past	Part	Act	u	utorak	je	nasilje	[PAD]	[PAD]	o	s	u	o	l	i	[PAD]	0	[PAD]	0	utorak	1	[PAD]	0	pos	[PAD]
2121	osuditi	osudio	perf	perf	set-s340	Islamski pokret Hamas osudio je potez Atine.	Masc		Sing	VERB		Past	Part	Act	Islamski	pokret	Hamas	je	potez	Atine	o	s	u	o	i	d	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2122	osuditi	osudio	perf	perf	set-s1855	U međuvremenu u sredu, sud u Brčkom osudio je Muslimane Fikreta Hasanovića i Pana Panića na šestogodišnje zatvorske kazne zbog ratnih zločina počinjenih nad Srbima.	Masc		Sing	VERB		Past	Part	Act	sud	u	Brčkom	je	Muslimane	Fikreta	o	s	u	o	i	d	sud	1	[PAD]	0	međuvremenu	1	[PAD]	0	pos	[PAD]
2123	osuditi	osudio	perf	perf	set-s3417	Gradonačelnik Mitrovice Krstomir Pantić osudio je situaciju i izrazio svoje nezadovoljstvo KFOR-om.	Masc		Sing	VERB		Past	Part	Act	Mitrovice	Krstomir	Pantić	je	situaciju	i	o	s	u	o	i	d	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2124	osuditi	osuditi	perf	perf	set-s1373	Nasilje protiv međunarodnih misija je opasan presedan koji se mora osuditi.				VERB			Inf		koji	se	mora	[PAD]	[PAD]	[PAD]	o	s	u	i	t	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2125	osuditi	osuditi	perf	perf	set-s1844	"Oni će osuditi svoj narod -- i celokupnu BiH -- da budu zarobljenici svoje prošlosti, kada imaju šansu da prihvate budućnost u modernoj Evropi i sve što ona može ponuditi u smislu radnih mesta, slobode putovanja, bezbednosti i prosperiteta", naglasila je OHR.				VERB			Inf		[PAD]	Oni	će	svoj	narod	i	o	s	u	i	t	i	oni	1	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2126	osvojiti	osvoje	perf	perf	set-s922	Njeni poslanici rekli su da je taj incident izveden sa ciljem da se osvoje jeftini politički poeni i da odražava vaspitanje Pop-Lazićke.		Ind	Plur	VERB	3	Pres	Fin		ciljem	da	se	jeftini	politički	poeni	o	s	v	e	j	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2127	osvojiti	osvojila	perf	perf	set-s968	Takođe ove nedelje: u Turskoj završene Crnomorske igre, a Srpkinja Jelena Janković osvojila titulu šampiona u igri mešovitih parova na Vimbldonu.	Fem		Sing	VERB		Past	Part	Act	Srpkinja	Jelena	Janković	titulu	šampiona	u	o	s	v	a	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2128	osvojiti	osvojila	perf	perf	set-s973	Bugarska je osvojila prvo mesto u ženskom atletskom finalu na 62. Balkanijadi, regionalnom atletskom takmičenju koje je održano prošle nedelje u Sofiji.	Fem		Sing	VERB		Past	Part	Act	[PAD]	Bugarska	je	prvo	mesto	u	o	s	v	a	l	i	bugarska	1	mesto	1	[PAD]	0	[PAD]	0	pos	[PAD]
2129	osvojiti	osvojila	perf	perf	set-s1245	Vlašić je prošle godine osvojila zlatnu medalju na svetskom prvenstvu u skoku u vis na otvorenom, koje je održano u Osaki.	Fem		Sing	VERB		Past	Part	Act	je	prošle	godine	zlatnu	medalju	na	o	s	v	a	l	i	[PAD]	0	[PAD]	0	godine	1	[PAD]	0	pos	[PAD]
2130	osvojiti	osvojila	perf	perf	set-s1252	Drama "Yumurta" (Jaje) turskog režisera Semiha Kaplanoglua osvojila je u nedelju (9. marta) nagradu za najbolji film na 13. Festivalu tursko-nemačkog filma u Nirnbergu.	Fem		Sing	VERB		Past	Part	Act	režisera	Semiha	Kaplanoglua	je	u	nedelju	o	s	v	a	l	i	[PAD]	0	nagradu	1	nedelju, festivalu	2	[PAD]	0	pos	[PAD]
2131	osvojiti	osvojila	perf	perf	set-s1720	Dragan Antonovski dobio je nagradu za svoj dokumentarni film "Ključ je u tvojim rukama", dok je Belinda Koka osvojila nagradu za nabolju radio emisiju.	Fem		Sing	VERB		Past	Part	Act	je	Belinda	Koka	nagradu	za	nabolju	o	s	v	a	l	i	[PAD]	0	nagradu	1	[PAD]	0	[PAD]	0	pos	[PAD]
2132	osvojiti	osvojila	perf	perf	set-s1725	Druga rumunska gimnastičarka Sandra Raluka Izbaša osvojila je srebrnu medalju u vežbi na gredi i bronzanu u takmičenju u višeboju.	Fem		Sing	VERB		Past	Part	Act	Sandra	Raluka	Izbaša	je	srebrnu	medalju	o	s	v	a	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2133	osvojiti	osvojila	perf	perf	set-s1732	Mladi turski sopran Burdžu Ujar osvojila je nagradu DEBUT 2006. na evropskom operskom takmičenju održanom prošle nedelje u Manhajmu u Nemačkoj.	Fem		Sing	VERB		Past	Part	Act	sopran	Burdžu	Ujar	je	nagradu	DEBUT	o	s	v	a	l	i	[PAD]	0	nagradu	1	[PAD]	0	[PAD]	0	pos	[PAD]
2134	osvojiti	osvojila	perf	perf	set-s2859	Ta stranka bez uvijanja govori građanima da na tim izborima učestvuje kako bi osvojila mesta u parlamentu koja su joj potrebna kako bi promenila ustav.	Fem		Sing	VERB		Past	Part	Act	učestvuje	kako	bi	mesta	u	parlamentu	o	s	v	a	l	i	[PAD]	0	mesta	1	[PAD]	0	[PAD]	0	pos	[PAD]
2135	osvojiti	osvojila	perf	perf	set-s2899	Hrvatska muška šahovska reprezentacija osvojila je šahovski turnir Mitropakup 2009, koji je održan u Sloveniji od 9. maja do nedelje (17. maj).	Fem		Sing	VERB		Past	Part	Act	muška	šahovska	reprezentacija	je	šahovski	turnir	o	s	v	a	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2136	osvojiti	osvojile	perf	perf	set-s975	Od ukupno 11 zlatnih medalja za Bugarsku, Tezdžan Naimova i Teodora Kolarova osvojile su po tri.	Fem		Plur	VERB		Past	Part	Act	i	Teodora	Kolarova	su	po	tri	o	s	v	e	l	i	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2137	osvojiti	osvojili	perf	perf	set-s978	Džejmi Marej iz Velike Britanije i Srpkinja Jelena Janković osvojili su u nedelju (8. jula) titulu šampiona Vimbldona u mešovitim parovima, pobedivši u finalu Jonasa Bjorkmana iz Švedske i Australijanku Ališu Molik 6-4, 3-6, 6-1.	Masc		Plur	VERB		Past	Part	Act	Srpkinja	Jelena	Janković	su	u	nedelju	o	s	v	i	l	i	[PAD]	0	[PAD]	0	nedelju	1	[PAD]	0	pos	[PAD]
2138	osvojiti	osvojio	perf	perf	set-s661	Rumunski plivač Razvan Jonut Florea osvojio je drugo mesto u trci na 200 metara leđno, sa vremenom 1:565.45.	Masc		Sing	VERB		Past	Part	Act	Razvan	Jonut	Florea	je	drugo	mesto	o	s	v	o	i	j	[PAD]	0	mesto	1	[PAD]	0	[PAD]	0	pos	[PAD]
2139	osvojiti	osvojio	perf	perf	set-s895	Srpski teniser Novak Đoković osvojio je svoj drugi ATP trofej ove godine, pobedivši Austrijanca Jirgena Melcera 4-6, 6-3, 6-2 u finalu turnira Open de Mozel, koji je igran u Mecu, u Francuskoj.	Masc		Sing	VERB		Past	Part	Act	teniser	Novak	Đoković	je	svoj	drugi	o	s	v	o	i	j	[PAD]	0	[PAD]	0	godine	1	[PAD]	0	pos	[PAD]
2140	osvojiti	osvojio	perf	perf	set-s896	Drugi srpski teniser, Janko Tipsarević, osvojio je turnir u belgijskom gradu Monsu.	Masc		Sing	VERB		Past	Part	Act	teniser	Janko	Tipsarević	je	turnir	u	o	s	v	o	i	j	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2141	osvojiti	osvojio	perf	perf	set-s1253	Nežat Išler iz filma "Yumurta" osvojio je nagradu za najboljeg glumca na tom festivalu, koji je trajao od 28. februara do nedelje.	Masc		Sing	VERB		Past	Part	Act	iz	filma	Yumurta	je	nagradu	za	o	s	v	o	i	j	[PAD]	0	nagradu	1	festivalu	1	[PAD]	0	pos	[PAD]
2142	osvojiti	osvojio	perf	perf	set-s1619	Mančevski se proslavio filmom "Pre kiše", koji je osvojio Zlatnog lava na Filmskom festivalu u Veneciji 1998. godine.	Masc		Sing	VERB		Past	Part	Act	kiše	koji	je	Zlatnog	lava	na	o	s	v	o	i	j	koji	1	[PAD]	0	festivalu, godine	2	[PAD]	0	pos	[PAD]
2143	osvojiti	osvojio	perf	perf	set-s1723	Rumun Marijan Dragulesku osvojio je dve zlatne medalje na 39. Svetskom prvenstvu u umetničkoj gimnastici, koje je održano u Arhusu, u Danskoj, od 13. do 21. oktobra.	Masc		Sing	VERB		Past	Part	Act	Rumun	Marijan	Dragulesku	je	dve	zlatne	o	s	v	o	i	j	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2144	osvojiti	osvojio	perf	perf	set-s1724	Dragulesku je osvojio titulu svetskog prvaka u vežbi u parteru i u preskoku kozlića, a završio na osmom mestu u vežbama na razboju.	Masc		Sing	VERB		Past	Part	Act	[PAD]	Dragulesku	je	titulu	svetskog	prvaka	o	s	v	o	i	j	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2145	osvojiti	osvojio	perf	perf	set-s1726	Od ostalih učesnika iz država jugoistočne Evrope, Bugarin Jordan Jovčev osvojio je drugo mesto u vežbama na karikama.	Masc		Sing	VERB		Past	Part	Act	Bugarin	Jordan	Jovčev	je	drugo	mesto	o	s	v	o	i	j	[PAD]	0	mesto	1	[PAD]	0	[PAD]	0	pos	[PAD]
2146	osvojiti	osvojio	perf	perf	set-s1734	Film nemačkog režisera Florijana Henkela fon Donersmarka "Život drugih" osvojio je nagradu žirija i publike za najbolji dugometražni film na 4. Zagrebačkom filmskom festivalu, koji je završen 21. oktobra.	Masc		Sing	VERB		Past	Part	Act	Donersmarka	Život	drugih	je	nagradu	žirija	o	s	v	o	i	j	[PAD]	0	nagradu	1	festivalu	1	[PAD]	0	pos	[PAD]
2147	otići	ode	perf	perf	set-s862	"Ako rezultati izbora 1. oktobra pokažu da je mađarski narod odbacio paket, onda premijer mora da ode i ponese paket sa sobom", izjavio je Orban na konferenciji za novinare, a prenosi novinska agencija Blumberg.		Ind	Sing	VERB	3	Pres	Fin		premijer	mora	da	i	ponese	paket	o	d	e	e	d	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2148	otići	ode	perf	perf	set-s1682	On mora da ode u Hag i svi napori moraju biti usmereni na realizaciju tog zadatka".		Ind	Sing	VERB	3	Pres	Fin		On	mora	da	u	Hag	i	o	d	e	e	d	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2149	otići	ode	perf	perf	set-s2482	Međutim, isti fenomen dogodio se 1997, kada je DP bila primorana da ode sa vlasti.		Ind	Sing	VERB	3	Pres	Fin		bila	primorana	da	sa	vlasti	[PAD]	o	d	e	e	d	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2150	otići	ode	perf	perf	set-s2979	"Ne možemo mnogo da učinimo da bismo je sprečili da ode malo u šetnju ili da pliva.		Ind	Sing	VERB	3	Pres	Fin		je	sprečili	da	malo	u	šetnju	o	d	e	e	d	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2151	otići	odu	perf	perf	set-s1597	Još uvek tehnički deo Srbije, Kosovo je pod upravom UN-a od vazdušne kampanje NATO-a 1999. godine, koja je primorala srpske snage da odu iz pokrajine.		Ind	Plur	VERB	3	Pres	Fin		srpske	snage	da	iz	pokrajine	[PAD]	o	d	u	u	d	o	[PAD]	0	[PAD]	0	[PAD]	0	[PAD]	0	pos	[PAD]
2152	otići	otišao	perf	perf	set-s3159	Kulturne inicijative vlasti, kao što je državni kurdski televizijski kanal TRT, koji emituje program 24 časa dnevno, Burkaj vidi kao primer toga koliko je Turska daleko otišla u priznavanju "kurdske realnosti" od kako je otišao iz zemlje pre tri decenije.	Masc		Sing	VERB		Past	Part	Act	od	kako	je	iz	zemlje	pre	o	t	i	o	a	š	[PAD]	0	[PAD]	0	zemlje, decenije	2	[PAD]	0	pos	[PAD]
